94b97eda7f38,192.168.0.117,-54,nodo_acelerometro,no_sincronizado,1624000000,standby
84d8e28798,192.168.0.110,-58,nodo_acelerometro,sincronizado,1663719600788767,standby
94b97eda9150,192.168.0.112,-42,nodo_acelerometro,no_sincronizado,1661000000,standby
